V0,V1,V2,V3,V4,V6,V7,V8,V10,V12,V13,V15,V16,V18,V19,V20,V23,V24,V27,V29,V30,V31,V35,V36,V37,target,label
0.498,0.355,-0.368,0.401,0.443,-0.944,-1.527,0.144,-0.693,1.247,-0.295,1.67,-0.942,-0.849,1.733,0.179,0.369,-1.32,0.261,2.004,-0.492,-0.065,0.364,-0.926,0.137,0.398,train
-0.456,-1.098,-0.869,0.435,-0.375,-0.9,-1.536,-1.687,0.441,-0.299,-0.893,1.67,-0.856,-0.847,1.348,-0.519,0.369,-1.321,-0.345,1.415,0.667,-1.35,0.364,0.877,1.634,-0.895,train
-0.984,-1.368,-1.2,0.269,-0.94,-0.979,-1.511,-1.951,-0.499,-0.482,-0.583,1.133,-0.856,-0.839,1.858,-0.984,0.369,-1.321,-0.373,1.238,-0.171,-1.84,0.364,-0.133,1.573,-1.241,train
-0.234,-0.158,-0.418,0.238,-0.69,-0.96,-1.511,-0.752,-0.904,0.018,0.301,0.63,-1.254,-0.858,1.065,-0.892,0.363,-0.613,-0.011,-0.091,-0.627,-0.835,0.364,-1.046,0.292,-0.459,train
-1.13,-1.387,-0.775,0.102,-0.137,-0.886,-1.5,-1.564,-0.252,-0.164,0.42,-0.074,-1.181,1.249,-1.232,-1.348,0.36,0.205,-0.303,-0.584,-0.595,-1.44,0.364,-0.027,1.255,-1.405,train
-2.07,-1.416,0.312,-0.153,-1.483,-0.708,-1.439,-0.588,-0.294,-2.039,-0.193,-1.118,-0.928,0.69,-1.3,-1.638,0.36,1.22,-0.055,-1.43,-0.438,-0.359,0.364,-1.125,0.721,-1.785,train
-3.27,-3.173,0.677,-0.867,-3.451,-0.458,-1.353,-1.161,-1.018,-3.805,-0.426,-1.118,-0.182,-0.387,-1.164,-1.332,0.359,1.508,-0.152,-1.482,-0.433,-0.423,0.364,-0.671,1.141,-2.856,train
-2.741,-2.32,0.499,-1.12,-2.159,-0.149,-0.907,-1.653,-2.019,-2.859,0.155,-1.807,0.022,-0.372,-0.131,-0.122,-1.717,1.516,-0.147,-1.509,-0.339,-1.281,-2.25,-2.445,0.452,-1.766,train
-2.383,-2.241,-0.286,0.007,-1.35,-0.065,-0.74,-2.188,-0.388,-2.141,0.056,-1.676,-0.239,0.276,-0.351,-0.271,-0.512,1.514,-0.463,-1.509,-0.068,-1.714,-1.656,-0.747,1.327,-1.747,train
-1.218,-1.07,0.117,0.348,-1.04,0.033,-0.699,-0.583,-0.538,-1.233,0.624,-1.561,-0.621,0.043,0.131,0.142,-0.197,0.944,0.12,-1.054,0.252,-0.896,-0.289,-0.531,-0.821,-0.594,train
-0.65,-0.187,-0.172,0.595,-1.049,0.135,-0.686,-0.112,0.042,-0.928,-0.99,-1.411,-0.274,-0.563,0.983,0.063,-0.897,0.944,-0.067,-1.219,0.414,-0.1,-0.966,-0.048,0.737,-0.172,train
-0.394,-0.459,-0.204,0.725,-0.272,0.005,-0.621,-0.985,-0.372,-0.52,0.369,-1.245,-0.467,-0.296,0.114,0.058,-0.749,0.939,0.029,-1.219,0.384,-0.696,-1.18,0.423,0.325,-0.585,train
0.475,0.41,0.499,0.882,0.186,-0.002,-0.621,0.311,-0.207,0.084,0.881,-1.245,-0.386,0.977,0.373,0.21,0.27,0.941,0.372,-0.527,0.027,0.279,-0.982,-0.765,-0.811,0.584,train
0.551,0.267,0.239,1.272,0.04,0.053,-0.641,0.363,0.426,-0.017,-0.135,-0.582,-0.081,0.982,0.052,0.479,0.352,0.941,0.133,-0.226,0.341,0.199,-0.23,0.313,0.403,0.295,train
0.672,0.112,0.743,1.006,0.173,0.052,-0.618,0.329,-0.306,0.102,0.839,-0.145,-0.164,0.982,-0.265,0.459,-1.242,0.938,0.329,-0.018,-0.159,0.045,0.364,-0.124,-1.254,0.497,train
0.671,0.441,0.888,1.15,0.084,0.16,-0.61,0.64,0.106,0.224,0.747,-0.145,0.054,0.984,-0.311,0.506,0.296,0.938,0.408,-0.079,-0.248,0.337,-2.25,-0.117,-0.623,0.918,train
0.832,0.678,0.69,1.003,0.547,0.241,-0.511,0.799,0.637,0.451,0.762,-0.053,0.271,0.983,-0.105,0.443,0.349,0.944,0.464,-0.123,-0.109,0.663,-0.289,0.658,-0.526,1.002,train
-0.01,-0.444,0.258,0.93,0.484,0.258,-0.511,-0.359,1.233,0.353,0.67,-0.053,0.316,0.99,0.105,-0.277,0.352,-0.113,0.04,0.551,-0.248,0.112,0.364,1.499,0.718,-0.067,train
0.363,0.357,0.395,0.859,0.46,0.213,-0.42,0.078,-0.648,0.465,1.191,0.467,0.024,0.979,-0.035,-0.258,0.351,-0.613,0.295,0.592,0.114,0.139,0.364,-0.419,-0.17,0.356,train
0.533,0.229,1.183,0.863,-0.045,0.296,-0.434,0.241,-0.338,0.471,0.755,0.65,-0.021,0.104,-0.339,-0.251,0.357,-0.612,0.187,0.243,0.547,-0.079,0.364,-0.506,-2.17,0.474,train
0.508,0.402,0.813,0.874,-0.215,0.342,-0.439,0.331,-0.178,-0.243,0.772,0.65,0.303,-0.39,-0.279,-0.077,-0.678,0.095,0.323,-0.45,0.226,0.052,0.364,-0.141,-0.453,0.247,train
-0.313,-0.428,-0.02,0.804,-0.328,0.278,-0.355,-0.434,0.8,-0.154,-0.759,-0.241,0.313,0.174,-0.111,-0.384,-0.774,0.093,-0.057,-0.551,1.353,-0.253,-2.25,0.374,1.184,-0.398,train
-0.11,-0.19,0.141,0.808,-0.353,0.101,-0.355,-0.206,-0.86,-0.109,0.228,-0.427,-0.252,0.53,-0.616,-0.603,-0.639,0.8,0.246,-0.213,0.253,-0.233,-2.25,-0.64,-0.077,-0.053,train
0.506,0.277,0.76,1.005,-0.289,0.148,-0.455,0.209,-1.01,-0.069,0.428,-0.409,-0.132,0.193,-0.737,-0.183,-0.641,0.796,0.33,-0.344,0.21,0.059,-0.943,-0.77,-1.504,0.25,train
0.384,0.185,0.249,0.968,0.057,0.139,-0.419,0.018,0.098,0.113,0.417,-0.384,0.142,-0.381,-0.903,-0.227,-0.64,0.798,0.287,-0.43,-0.304,0.096,-0.943,0.371,0.31,0.162,train
0.745,0.939,0.79,1.031,0.413,0.192,-0.407,0.794,0.071,0.55,0.628,-0.365,0.026,-0.381,-0.73,0.031,-1.005,0.093,0.441,-0.214,-0.384,0.839,-1.814,-0.037,-0.508,0.911,train
-0.092,-0.394,0.309,1.032,0.475,0.215,-0.364,-0.376,0.982,0.28,0.587,0.223,0.208,0.529,-0.95,-0.527,-0.638,-0.613,0.043,0.217,-0.112,0.042,-2.25,1.17,0.719,-0.12,train
-0.245,-0.524,0.07,0.898,0.555,0.16,-0.364,-0.622,-0.565,0.504,0.022,0.223,-0.251,0.527,-0.505,-0.673,-0.631,-0.612,0.021,0.724,0.347,-0.497,-0.943,-0.276,0.669,-0.296,train
-0.297,-0.571,-0.313,0.866,-0.052,0.062,-0.392,-0.803,-0.592,0.379,0.148,0.674,-0.251,0.532,-0.452,-0.77,-0.644,-0.611,-0.009,0.724,0.337,-0.64,-0.943,-0.423,0.809,-0.64,train
0.27,0.217,0.182,0.865,0.091,0.066,-0.452,0.074,-0.978,0.589,-0.122,0.601,-0.517,0.525,-0.771,-0.245,-2.627,-0.613,0.182,0.764,0.753,0.039,-1.814,-1.144,0.178,0.006,train
-0.197,-0.813,-0.027,0.864,-0.13,0.014,-0.472,-0.972,-0.462,-0.316,-0.325,0.528,-0.6,0.574,-0.465,-0.479,-0.563,-0.003,0.073,0.352,0.397,-1.036,-2.25,0.28,-0.23,-0.39,train
-0.451,-0.778,-0.337,1.277,-0.249,-0.031,-0.496,-0.984,-0.28,-0.462,0.589,0.127,-0.668,0.451,-0.787,-0.815,-0.369,0.808,0.043,-0.001,0.201,-1.047,-0.586,0.049,0.196,-0.462,train
0.254,0.138,0.543,0.638,-0.256,0.054,-0.496,0.297,-0.588,-0.18,0.66,0.029,-0.711,-0.366,-0.466,-0.548,-1.468,1.091,0.323,-0.184,-0.227,-0.037,-0.586,-0.861,-1.166,0.3,train
-0.633,-0.425,0.152,0.701,-0.224,0.131,-0.509,-0.602,0.582,-0.526,0.224,-0.462,-0.198,-0.388,-1.262,-0.421,-1.637,1.088,-0.13,-0.753,-0.463,-0.49,-1.418,0.472,0.772,-0.559,train
-1.242,-1.794,-0.194,0.761,-0.246,0.112,-0.47,-1.519,-0.101,-0.887,0.055,-0.605,-0.303,0.882,-0.225,-1.173,-0.633,1.086,-0.158,-0.636,-0.482,-1.394,-2.25,1.125,1.026,-1.656,train
-0.082,-0.294,0.256,0.703,-0.016,0.1,-0.52,-0.042,-1.967,-0.068,0.723,-0.385,-0.62,2.43,-0.234,-0.661,0.36,1.221,0.227,-0.353,-0.569,-0.442,0.364,-1.922,-1.529,-0.24,train
0.839,0.432,1.009,0.727,-0.114,0.262,-0.524,0.629,-0.615,-0.356,0.425,-0.365,-0.62,0.077,-1.021,-0.204,0.351,1.221,0.497,-0.491,-0.261,0.082,0.364,-1.349,-1.811,0.402,train
1.476,1.506,0.696,0.993,1.143,0.369,-0.399,1.452,0.396,0.718,0.194,-0.475,0.219,0.069,-0.624,0.779,0.351,0.688,0.671,-0.206,-0.426,1.191,0.364,0.29,-0.263,1.365,train
1.614,1.501,0.864,1.54,1.791,0.457,-0.399,1.966,0.884,0.914,0.431,0.01,0.705,0.057,-0.928,1.033,0.353,0.237,0.617,0.66,-0.657,1.646,0.364,0.525,-0.343,1.795,train
0.773,0.724,0.549,1.589,1.239,0.51,-0.258,0.816,1.272,1.344,0.24,1.044,0.648,0.06,-1.196,0.474,0.35,-1.318,0.401,1.37,-0.571,1.083,0.364,1.469,0.508,1.072,train
0.861,1.152,0.631,1.665,1.326,0.547,-0.172,1.11,0.735,1.493,-0.379,1.517,0.571,0.08,-1.395,0.414,0.351,-1.319,0.527,1.921,-0.314,1.228,0.364,0.387,0.301,1.244,train
0.443,0.39,0.396,1.529,0.909,0.463,-0.164,0.262,-0.161,0.87,-0.835,1.898,0.172,0.064,-0.439,-0.057,0.346,-1.319,0.356,2.029,0.096,0.35,0.364,0.522,0.362,0.609,train
1.096,0.936,1.188,1.431,0.919,0.38,-0.173,1.101,-1.09,0.917,0.588,1.977,-0.001,1.339,-0.81,-0.318,0.081,-1.319,0.643,1.917,-0.533,0.828,0.364,-0.849,-1.38,1.206,train
0.731,0.492,0.84,1.407,0.983,0.421,-0.173,0.512,0.117,0.833,0.387,1.75,0.442,0.978,-1.752,-0.08,-0.192,-1.318,0.412,1.323,-0.558,0.546,-0.349,0.133,-0.199,0.855,train
0.158,0.092,0.277,1.292,0.543,0.342,-0.147,-0.203,0.711,0.626,-0.112,1.523,0.251,0.989,-1.52,-0.476,-0.187,0.239,0.163,1.323,-0.397,0.093,-0.349,0.566,0.686,0.547,train
0.6,0.057,0.732,1.243,0.931,0.225,-0.183,0.543,-0.513,0.675,0.059,0.971,-0.07,0.98,-1.086,-0.508,-0.203,0.235,0.482,1.05,0.093,0.389,-0.349,-0.401,-0.586,0.75,train
1.266,1.221,0.995,1.275,0.936,0.257,-0.186,1.433,-0.378,0.679,0.547,0.969,0.283,0.981,-0.549,-0.255,-0.188,-0.098,0.701,1.012,0.01,0.973,-0.349,-0.212,-0.777,1.214,train
1.318,0.988,1.736,1.22,0.734,0.387,-0.166,1.44,0.212,1.05,0.527,0.945,0.283,0.982,-1.022,0.007,-0.188,-0.615,0.625,1.012,0.374,1.216,-0.349,0.096,-1.725,1.684,train
1.293,0.784,1.325,1.255,0.683,0.503,-0.166,1.199,1.305,0.728,0.084,0.999,1.06,0.984,-0.803,0.012,-0.187,-0.615,0.546,0.928,0.513,0.911,-0.349,1.095,-0.598,1.366,train
1.555,1.099,1.987,1.275,0.841,0.53,-0.052,1.544,0.526,0.718,0.134,0.999,1.049,0.985,-0.905,0.064,-0.2,-0.611,0.708,0.91,1.058,1.137,-0.349,0.565,-1.474,1.48,train
1.378,0.98,2.828,1.307,0.755,0.635,0.036,1.29,0.221,0.853,-0.029,1.072,1.669,0.984,-0.523,0.425,-0.187,-0.615,0.661,0.877,-0.135,0.929,-0.349,0.3,-1.789,1.406,train
1.317,1.275,1.722,1.278,1.254,0.727,0.044,1.373,0.304,0.768,0.017,1.06,1.765,0.989,-0.771,0.449,-0.199,-0.614,0.728,0.642,-0.205,1.468,-0.349,0.266,-0.805,1.633,train
1.177,1.194,1.332,1.33,1.171,0.732,0.178,1.237,0.777,0.766,0.269,0.925,1.438,0.974,-0.986,0.42,-0.193,-1.244,0.654,0.979,0.02,1.338,-0.349,1.088,-0.485,1.241,train
1.456,1.239,1.995,1.282,1.198,0.729,0.178,1.636,0.34,1.087,0.219,1.212,1.308,0.976,-0.336,0.528,-0.189,-1.319,0.649,1.009,0.026,1.418,-0.349,0.279,-1.126,1.849,train
1.383,1.075,1.937,1.282,0.723,0.775,0.241,1.533,0.842,1.029,0.103,1.212,1.383,0.972,-0.28,0.477,-0.183,-1.32,0.601,1.087,0.145,1.265,-0.349,0.67,-1.451,1.811,train
1.106,1.185,2.024,1.412,0.876,0.731,0.296,1.223,0.331,0.905,0.971,1.159,1.339,0.992,-0.554,0.318,-0.19,-1.32,0.618,0.895,0.055,1.25,-0.349,0.6,-1.291,1.587,train
0.705,0.764,2.084,1.367,0.642,0.776,0.301,0.732,0.559,0.785,0.148,0.969,1.46,0.982,-0.905,0.016,-1.478,-1.321,0.43,0.895,-0.102,0.964,-2.487,0.632,-0.76,1.308,train
0.64,0.822,0.98,1.288,0.744,0.666,0.338,0.732,0.109,0.687,-0.215,0.874,1.364,0.983,-0.647,-0.183,-0.35,-1.321,0.476,0.559,0.517,0.914,-1.596,0.136,0.133,1.202,train
0.524,0.692,0.565,1.15,0.86,0.501,0.338,0.496,0.145,0.765,0.225,0.645,0.707,0.982,-0.811,-0.672,0.35,-1.321,0.388,0.662,0.609,0.883,-0.453,0.01,0.448,1.11,train
0.727,0.98,0.625,1.112,0.784,0.394,0.285,0.865,0.585,0.861,-0.992,0.645,0.707,-2.233,-0.207,-0.733,0.673,-1.321,0.41,0.867,-0.325,1.115,0.364,0.296,0.46,0.895,train
-0.027,-0.225,0.67,0.966,0.29,0.215,0.195,-0.347,-0.121,0.319,0.025,0.83,0.121,1.335,-1.219,-1.096,-1.072,-1.321,0.186,1.062,-0.218,-0.01,-1.324,0.527,0.261,-0.074,train
-0.157,-0.222,0.274,0.676,0.125,0.075,0.187,-0.555,-0.918,0.205,0.539,0.722,-0.029,0.98,-1.103,-1.197,0.349,-1.322,0.273,1.062,-0.101,-0.287,-1.596,-0.785,0.366,-0.245,train
0.324,0.597,0.599,0.45,0.55,0.001,0.062,0.502,-0.89,0.509,0.918,0.722,-0.074,0.987,-1.457,-1.133,0.342,-1.322,0.27,0.57,-0.255,0.651,-0.453,-1.269,0.192,0.584,train
-0.042,-0.087,0.872,0.201,0.259,-0.022,0.062,-0.128,0.404,0.239,0.865,0.298,0.011,0.971,-1.411,-1.14,0.345,-0.012,0.336,0.431,-0.421,-0.032,0.364,0.511,-0.566,-0.161,train
0.46,0.71,0.872,0.209,0.327,0.061,0.003,0.598,-0.331,0.269,0.344,0.105,0.017,0.982,-1.142,-0.646,0.35,-0.012,0.516,0.153,-0.28,0.689,0.364,-0.144,-0.419,0.319,train
0.865,0.824,1.276,0.476,0.452,0.132,0.025,0.835,-0.129,0.314,-0.058,-0.088,0.314,0.984,-1.111,0.182,0.36,0.291,0.53,-0.025,0.368,0.911,0.364,-0.103,-0.718,0.387,train
0.743,0.865,0.917,0.584,0.656,0.098,0.027,0.5,-0.203,0.543,1.094,-0.051,0.304,0.983,-1.246,0.624,0.36,0.682,0.505,-0.006,0.168,0.775,0.364,0.424,-0.596,0.239,train
0.732,0.625,1.68,1.263,0.252,0.226,0.044,0.727,0.107,0.301,0.992,-0.038,0.304,1.076,-1.402,0.658,0.358,0.228,0.501,0.206,-0.299,0.587,-0.725,-0.53,-1.135,1.103,train
0.947,0.623,2.032,1.319,0.286,0.374,0.044,0.905,0.644,0.242,0.989,-0.012,0.81,0.99,-0.915,0.573,0.355,0.233,0.467,-0.128,-0.244,0.639,-0.943,0.5,-1.644,1.341,train
0.246,0.2,0.7,1.319,0.448,0.376,0.136,0.079,1.139,0.659,-0.512,-0.224,1.022,-0.38,-0.815,0.214,0.348,0.796,0.337,-0.262,0.348,0.3,0.364,1.46,0.521,0.639,train
0.966,0.995,0.85,1.382,0.939,0.242,0.139,0.822,0.074,0.431,0.846,-0.109,0.598,0.068,-1.626,0.141,-0.643,0.799,0.635,-0.262,0.675,1.063,-0.289,0.318,-0.231,1.08,train
1.004,0.845,1.775,1.311,0.59,0.338,0.139,0.936,0.389,0.577,0.373,-0.027,0.943,0.612,-1.207,0.069,-0.641,-0.612,0.535,0.421,0.626,0.802,-0.289,0.294,-1.273,1.38,train
0.898,0.596,1.618,1.22,0.551,0.452,0.224,0.811,0.292,0.406,0.925,0.286,0.972,1.103,-1.14,-0.329,0.331,-0.613,0.463,0.218,0.204,0.672,-0.344,0.411,-1.471,1.294,train
0.841,0.666,1.778,1.119,0.08,0.557,0.224,0.873,0.119,-0.055,0.103,0.118,1.107,0.992,-1.139,-0.509,0.344,-0.174,0.503,0.177,-0.444,0.602,-0.289,0.293,-1.353,1.156,train
0.952,0.739,1.983,1.094,0.341,0.565,0.338,1.122,-0.144,0.116,-0.359,0.034,1.151,0.069,-0.85,-0.501,0.351,0.093,0.618,-0.126,-0.102,0.711,0.364,0.097,-1.597,1.193,train
0.234,0.384,0.501,1.099,0.623,0.465,0.367,0.303,0.334,0.604,0.112,0.05,1.232,0.991,-0.699,-0.567,0.35,-0.59,0.337,0.128,0.025,0.541,0.364,0.881,0.679,0.151,train
1.049,1.161,2.064,1.141,0.999,0.388,0.369,1.069,-0.493,0.982,1.013,0.05,0.853,2.504,-0.643,-0.562,0.351,-1.321,0.458,0.57,-0.13,1.01,0.364,-0.414,-1.873,1.018,train
0.849,0.385,2.164,1.183,0.359,0.6,0.366,0.484,0.209,0.84,0.75,0.743,1.136,0.982,-0.597,-0.13,0.351,-1.018,0.426,0.458,0.295,0.35,0.364,0.042,-1.762,1.186,train
1.086,0.682,2.429,1.184,0.296,0.722,0.366,1.164,0.679,0.463,1.164,0.622,1.165,0.982,-0.818,-0.185,0.35,0.093,0.567,0.03,0.654,0.718,0.364,0.459,-1.821,1.743,train
0.905,0.234,2.292,1.138,-0.048,0.829,0.513,0.681,1.12,0.132,0.682,0.28,1.529,0.068,-1.3,-0.185,0.351,0.601,0.441,-0.147,1.483,0.232,0.364,1.14,-1.522,1.449,train
0.88,0.558,2.485,1.063,0.173,0.854,0.592,0.845,0.465,-0.127,0.632,0.019,1.568,0.398,-1.015,-0.712,0.321,0.8,0.491,-0.241,0.068,0.449,0.364,0.499,-1.854,1.368,train
0.786,0.597,1.919,0.921,0.393,0.836,0.599,0.975,0.211,-0.163,0.584,-0.111,1.596,0.978,-1.714,-0.985,0.353,0.8,0.393,-0.288,0.902,0.718,-1.596,0.307,-0.677,1.047,train
1.044,0.808,1.29,0.812,0.741,0.714,0.64,1.098,-0.069,0.263,0.163,-0.056,1.604,-0.477,-1.417,-0.68,0.285,0.378,0.628,-0.072,0.713,0.8,1.017,0.066,-0.259,0.847,train
1.468,1.202,2.151,0.858,1.14,0.61,0.64,1.429,-0.133,0.671,0.544,-0.056,1.257,0.23,-1.475,-0.68,0.172,-0.612,0.624,0.768,0.063,1.431,1.017,-0.17,-1.78,1.324,train
1.298,1.095,2.625,0.86,0.866,0.63,0.621,0.993,0.437,0.977,0.797,0.659,1.435,0.357,-1.644,-0.192,0.208,-0.615,0.571,0.957,0.15,1.077,-3.393,0.118,-1.88,1.727,train
1.288,0.931,1.626,0.859,0.801,0.626,0.62,1.114,1.013,0.747,0.054,0.811,1.565,0.531,-1.494,-0.347,0.256,-0.614,0.714,0.795,-0.177,1.059,-1.596,1.115,-0.591,1.682,train
1.636,1.748,1.321,0.856,1.268,0.537,0.619,1.703,0.594,0.761,0.195,0.843,1.45,0.34,-1.6,-0.354,0.307,-0.614,0.801,0.832,-0.161,1.194,1.072,0.571,-0.317,1.713,train
1.487,1.521,1.365,0.754,1.349,0.471,0.617,1.744,0.464,1.107,0.044,0.843,1.271,0.981,-1.458,-0.555,0.319,-1.32,0.694,1.515,0.712,1.734,0.364,0.39,-0.198,1.701,train
1.629,1.52,2.104,0.695,1.539,0.429,0.617,1.67,0.499,1.084,0.714,1.302,1.118,0.894,-0.868,-0.596,0.292,-1.32,0.697,1.539,0.333,1.721,0.364,0.388,-1.493,1.591,train
1.291,1.009,1.216,0.56,1.102,0.462,0.603,1.339,0.661,1.12,-0.017,1.438,1.366,0.991,-0.965,-0.556,0.333,-1.321,0.623,1.536,0.214,1.361,0.364,0.707,0.03,1.107,train
1.602,1.309,1.404,0.84,1.255,0.412,0.591,1.671,0.188,1.031,-0.091,1.474,1.13,0.982,-1.009,-0.56,1.293,-1.321,0.702,1.38,0.868,1.377,1.017,-0.15,-0.338,1.8,train
1.63,1.33,1.413,0.657,1.248,0.322,0.59,1.455,0.28,1.101,-0.604,1.5,1.08,-1.644,-0.447,-0.428,1.259,-1.321,0.731,1.578,0.387,1.357,1.017,0.593,-0.369,1.068,train
0.698,0.497,0.498,0.547,0.949,0.177,0.537,0.393,-0.079,0.773,0.103,1.815,0.895,-0.575,-1.084,-0.601,1.243,-1.322,0.441,1.578,0.753,0.522,1.671,0.668,0.666,0.186,train
1.177,1.393,1.9,0.444,1.302,0.157,0.537,1.344,-0.573,1.435,0.693,1.815,0.595,1.44,-1.762,-0.056,0.323,-1.322,0.663,1.853,0.824,1.287,1.562,-0.484,-1.607,1.274,train
1.298,1.093,1.603,0.53,1.038,0.258,0.435,1.186,0.653,1.417,0.631,1.921,1.034,-0.628,-0.807,0.041,0.798,-1.318,0.674,1.599,0.686,1.086,1.181,0.393,-0.823,1.412,train
1.168,1.328,1.215,0.591,1.319,0.242,0.466,1.411,1.049,1.048,0.455,1.511,1.096,0.073,-1.711,0.196,0.311,-1.318,0.573,1.426,0.371,1.447,1.017,1.116,-0.06,1.159,train
1.299,1.259,1.181,0.58,1.331,0.191,0.469,1.363,0.327,0.967,0.878,1.429,0.951,0.986,-1.498,0.223,0.305,-1.318,0.599,1.426,0.355,1.548,1.017,0.414,-0.073,1.161,train
1.359,1.306,1.607,0.705,1.095,0.224,0.432,1.67,0.261,1.047,-0.061,1.405,0.98,0.984,-1.647,0.404,0.301,-1.318,0.676,1.421,1.47,1.417,1.017,0.293,-0.475,1.387,train
1.175,1.282,1.472,0.68,1.033,0.285,0.432,1.384,0.496,1.149,0.69,1.405,1.111,0.522,-1.554,0.333,0.297,-1.317,0.616,1.421,1.426,1.393,0.364,0.367,-0.165,1.619,train
0.98,1.125,1.523,0.72,0.979,0.364,0.446,1.185,0.326,1.204,0.632,1.304,1.21,0.529,-1.282,0.347,0.328,-1.316,0.683,1.278,-0.122,1.204,-3.556,0.382,-0.483,1.516,train
1.1,1.355,1.284,0.671,0.976,0.443,0.524,1.457,0.644,0.95,0.057,1.13,1.223,-0.123,-1.126,0.425,0.322,-1.316,0.64,1.172,-0.341,1.725,-3.556,0.613,-0.193,1.426,train
1.186,1.225,1.524,0.742,1.147,0.462,0.531,1.476,0.273,0.759,0.864,1.095,1.157,3.442,-1.419,0.435,-0.946,-1.314,0.683,1.172,-0.89,1.512,0.364,0.328,-0.65,1.263,train
0.028,-0.087,0.902,0.645,0.884,0.441,0.579,0.132,0.896,0.75,0.436,1.192,1.113,1.426,-1.283,0.075,-2.345,-1.313,0.228,1.289,-0.726,0.535,-1.596,1.121,0.597,0.071,train
0.047,0.263,0.863,0.588,0.6,0.356,0.579,0.063,-0.781,1.227,-0.727,1.192,0.606,1.435,-0.71,0.08,0.337,-1.312,0.446,1.404,0.153,0.355,-1.596,-0.304,0.003,0.246,train
0.426,0.536,1.014,0.649,0.356,0.186,0.515,0.49,-0.719,0.863,0.489,1.325,0.358,1.438,-1.028,0.181,0.309,-1.316,0.491,1.487,-0.116,0.434,-1.596,-0.207,-0.422,0.643,train
0.875,0.724,1.146,0.728,0.944,0.163,0.415,0.599,0.137,0.778,-0.359,1.258,0.594,1.437,-0.409,0.288,0.311,-1.318,0.484,1.125,0.374,0.727,0.364,-0.299,-0.28,0.998,train
0.875,0.724,1.169,0.729,0.944,0.171,0.415,0.599,0.506,0.772,-0.157,1.258,0.594,0.192,-0.44,0.288,0.362,-1.317,0.509,1.125,0.354,0.727,0.364,0.283,-0.403,0.99,train
1.279,1.051,1.501,0.3,0.85,0.217,0.382,1.149,0.269,1.018,0.289,1.006,0.696,0.982,-0.407,0.589,0.311,-1.316,0.624,1.01,0.515,1.057,1.017,0.524,-0.725,1.21,train
1.326,1.182,1.137,0.718,1.131,0.223,0.382,1.2,0.46,0.878,0.337,1.012,0.833,0.983,-0.912,0.77,0.282,-1.317,0.634,1.01,1.685,1.322,1.017,0.554,-0.34,1.26,train
1.229,1.06,1.359,0.86,1.114,0.236,0.382,1.174,0.111,1.052,0.031,1.076,0.94,-1.576,-0.602,0.498,0.394,-1.317,0.598,1.248,1.288,1.199,0.364,0.287,-0.628,1.577,train
1.412,1.341,1.701,0.86,1.211,0.239,0.401,1.495,0.319,1.149,0.602,1.334,0.94,0.233,-0.777,0.652,0.29,-1.317,0.763,1.43,0.728,1.168,1.017,0.482,-0.841,1.718,train
1.69,1.596,1.513,0.708,1.347,0.288,0.401,1.906,0.769,1.089,0.493,1.334,1.317,-0.729,-0.88,0.663,1.246,-1.317,0.833,1.43,0.955,1.587,1.017,0.878,-0.682,1.971,train
1.658,1.435,1.767,0.845,1.212,0.357,0.458,1.776,0.856,1.544,1.322,1.663,1.379,0.346,-1.07,0.622,1.298,-1.322,0.687,1.651,-0.173,1.783,1.017,0.929,-1.273,2.085,train
1.321,1.069,1.539,0.706,0.826,0.486,0.458,1.163,1.121,1.515,0.669,1.621,1.395,0.337,-1.435,0.113,0.329,-1.322,0.639,1.52,0.127,1.199,1.181,0.955,-0.592,1.917,train
1.511,1.398,1.481,0.624,1.207,0.449,0.542,1.537,0.776,0.846,-0.094,1.079,1.329,0.348,-0.813,-0.002,0.315,-1.317,0.746,1.06,1.104,1.265,1.017,0.688,-0.537,1.541,train
0.754,0.736,1.62,0.635,0.716,0.339,0.527,0.698,0.429,1.0,0.579,1.03,1.129,-0.187,-1.285,-0.216,1.306,-1.317,0.43,1.062,0.042,1.004,1.017,0.496,-0.405,0.807,train
0.991,1.079,1.404,0.736,1.029,0.291,0.527,1.075,-0.297,0.996,-0.269,0.944,1.128,-0.315,-1.148,-0.054,1.315,-1.316,0.726,1.062,0.82,0.724,1.017,-0.627,-0.497,1.355,train
1.405,1.28,1.328,0.846,1.198,0.233,0.493,1.469,0.525,0.766,1.189,0.944,1.109,-1.31,-1.13,-0.054,1.318,-1.316,0.636,1.068,0.123,1.52,1.671,0.445,-0.721,1.445,train
1.029,0.799,1.207,0.685,0.622,0.321,0.493,0.92,0.77,1.102,-0.07,1.002,1.08,0.069,-0.532,-0.279,0.437,-1.316,0.492,0.93,1.226,1.032,1.017,0.755,-0.403,1.332,train
0.159,0.556,0.873,0.588,0.035,0.255,0.518,-0.008,0.2,0.765,0.047,0.448,1.06,1.282,-0.891,-0.727,0.338,-1.314,0.276,0.93,0.27,0.6,1.017,0.676,-0.018,0.591,train
0.024,0.261,0.925,0.552,-0.218,0.13,0.415,-0.114,-0.729,0.339,1.521,0.398,0.342,-0.329,-1.186,-0.917,1.258,1.085,0.405,0.243,0.513,0.301,0.473,-0.405,-0.795,0.324,train
